Row,iac_file_churn,files_num_normalized_resources,iac_file_dependency,nb_files,nb_noniac_files,avg_files_per_commit,nb_content_sim_files,nb_path_sim_files,Ratio_out_of_cofiles_developers,file_nb_parameters,file_nb_variables,file_nb_resources,Graph_History_network_density,Graph_History_betweenness_centrality,Graph_History_closeness_centrality,Graph_ContentSimilarity_std_degree_centrality,Graph_ContentSimilarity_network_density,Graph_ContentSimilarity_closeness_centrality,Graph_PathSimilarity_network_density,Graph_PathSimilarity_Degree_centrality
1110,64,0.01,2,196,45,17.43,10,48,0.07,30,26,4,0.14,0.06,0.6,0.34,0.8,0.97,1,2
1111,20,0.05,8,186,41,49.28,41,175,0.03,5,6,4,0.14,0,0.57,0.34,0.8,0.92,1,2
1112,15,0.04,8,186,41,49.25,48,175,0.03,6,6,4,0.14,0,0.57,0.34,0.8,0.92,1,2
1113,35,0.03,9,227,72,19.56,49,190,0.08,25,5,5,0.14,0.01,0.6,0.34,0.8,0.97,1,2
1114,76,0.03,9,227,72,19.56,51,190,0.08,25,5,5,0.14,0.01,0.6,0.34,0.8,0.97,1,2
1115,2,0.03,9,227,72,19.56,52,190,0.08,25,5,5,0.14,0.01,0.6,0.34,0.8,0.97,1,2
1116,52,0.02,1,6,6,2.87,1,175,0.43,23,7,4,0.14,0,0.01,0.34,0.8,0.93,1,2
1117,13,0.02,1,208,58,37.81,41,177,0.02,10,3,2,0.14,0,0.59,0.34,0.8,0.95,1,2
1118,24,0.02,1,208,58,37.8,54,177,0.02,10,3,2,0.14,0,0.59,0.34,0.8,0.95,1,2
1119,2,0.02,1,209,58,37.8,56,178,0.02,10,3,2,0.14,0.01,0.6,0.34,0.8,0.95,1,2
1120,4,0.05,10,189,39,30.55,2,175,0.05,5,0,4,0.14,0,0.57,0.34,0.8,0.94,1,2
1121,24,0.02,6,194,44,16.8,6,19,0.08,28,18,7,0.14,0,0.57,0.34,0.8,0.99,1,2
1122,52,0.02,3,195,45,16.8,9,20,0.08,27,22,7,0.14,0.05,0.6,0.34,0.8,0.99,1,2
1123,38,0.02,3,195,45,16.8,9,20,0.08,27,18,7,0.14,0.05,0.6,0.34,0.8,0.99,1,2
1124,28,0.03,2,18,5,6.43,14,125,0.05,4,2,2,0.14,0,0.4,0.34,0.8,0.92,1,2
1125,40,0.05,3,187,43,20.07,2,115,0.04,4,0,3,0.14,0,0.57,0.34,0.8,0.94,1,2
1126,16,0.05,3,187,43,20.06,2,115,0.05,4,0,3,0.14,0.01,0.57,0.34,0.8,0.94,1,2
1127,2,0.05,3,187,43,20.06,4,115,0.05,4,0,3,0.14,0.01,0.57,0.34,0.8,0.94,1,2
1128,16,0.04,5,190,41,40.26,2,178,0.06,7,2,4,0.14,0,0.57,0.34,0.8,0.94,1,2
1129,38,0.03,5,190,41,40.25,2,178,0.06,9,4,4,0.14,0,0.58,0.34,0.8,0.94,1,2
1130,2,0.03,3,181,38,23.38,1,15,0.03,2,0,2,0.14,0,0.56,0.34,0.8,0.91,1,2
1131,58,0.02,4,185,40,16.71,2,165,0.03,15,4,4,0.14,0,0.57,0.34,0.8,0.93,1,2
1132,10,0.02,2,187,43,18.56,1,175,0.03,12,19,3,0.14,0.01,0.57,0.34,0.8,0.94,1,2
1133,70,0.03,6,190,46,43.25,19,175,0.02,7,5,3,0.14,0,0.57,0.34,0.8,0.94,1,2
1134,16,0.03,6,190,46,43.22,20,175,0.02,7,5,3,0.14,0,0.57,0.34,0.8,0.94,1,2
1135,17,0.03,6,190,46,43.18,27,175,0.02,8,4,3,0.14,0.01,0.58,0.34,0.8,0.94,1,2
1136,13,0.02,1,208,58,37.95,40,176,0.02,10,3,2,0.14,0,0.59,0.34,0.8,0.93,1,2
1137,24,0.02,1,208,58,37.94,53,176,0.02,10,3,2,0.14,0,0.59,0.34,0.8,0.93,1,2
1138,2,0.02,1,208,58,37.93,53,176,0.02,10,3,2,0.14,0,0.59,0.34,0.8,0.93,1,2
1139,8,0.07,3,191,40,56.39,7,175,0.05,2,2,3,0.14,0,0.57,0.34,0.8,0.88,1,2
1140,4,0.07,3,191,40,56.37,10,175,0.06,2,2,3,0.14,0,0.57,0.34,0.8,0.88,1,2
1141,1,0.07,4,191,40,56.34,10,175,0.06,2,2,3,0.14,0,0.57,0.34,0.8,0.88,1,2
1142,4,0.06,3,187,38,76.54,11,178,0.03,1,0,2,0.14,0,0.57,0.34,0.8,0.91,1,2
1143,4,0.06,3,181,38,72.63,15,175,0.01,1,0,2,0.14,0,0.56,0.34,0.8,0.88,1,2
1144,12,0.05,2,186,38,84.6,1,178,0.02,1,0,1,0.14,0,0.57,0.34,0.8,0.85,1,2
1145,2,0.05,2,192,38,84.54,13,184,0.02,1,0,1,0.13,0.02,0.57,0.34,0.8,0.85,0.98,2
1146,13,0.02,1,208,58,37.95,40,175,0.02,10,3,2,0.14,0,0.59,0.34,0.8,0.93,1,2
1147,24,0.02,1,208,58,37.94,53,175,0.02,10,3,2,0.14,0,0.59,0.34,0.8,0.93,1,2
1148,2,0.02,1,208,58,37.93,55,175,0.02,10,3,2,0.14,0,0.59,0.34,0.8,0.93,1,2
1149,2,0.02,1,208,58,37.91,55,175,0.02,10,3,2,0.14,0,0.59,0.34,0.8,0.93,1,2
1150,20,0.04,15,196,45,26.41,3,175,0.06,10,14,7,0.14,0.01,0.58,0.34,0.8,0.95,1,2
1151,4,0.04,15,196,45,26.4,3,175,0.06,10,14,7,0.14,0.01,0.58,0.34,0.8,0.95,1,2
1152,13,0.02,1,208,58,39.06,39,175,0.02,10,3,2,0.14,0,0.59,0.34,0.8,0.93,1,2
1153,24,0.02,1,208,58,39.05,52,175,0.02,10,3,2,0.14,0,0.59,0.34,0.8,0.93,1,2
1154,2,0.02,1,208,58,39.03,55,175,0.02,10,3,2,0.14,0,0.59,0.34,0.8,0.93,1,2
1155,2,0.02,1,208,58,39.01,55,175,0.02,10,3,2,0.14,0,0.59,0.34,0.8,0.93,1,2
1156,56,0.04,6,208,58,31.24,41,190,0.07,16,2,5,0.14,0,0.59,0.34,0.8,0.93,1,2
1157,16,0.04,6,208,58,31.24,41,190,0.07,16,2,5,0.14,0,0.59,0.34,0.8,0.93,1,2
1158,6,0.06,6,189,38,46.85,14,175,0.04,2,2,3,0.14,0,0.57,0.34,0.8,0.9,1,2
1159,8,0.06,6,189,38,46.84,15,175,0.05,2,2,3,0.14,0,0.58,0.34,0.8,0.9,1,2
1160,1,0.02,3,190,41,48.97,2,156,0.04,11,6,2,0.14,0,0.57,0.34,0.8,0.92,1,2
1161,5,0.02,3,191,41,48.95,2,157,0.04,11,6,2,0.14,0,0.57,0.34,0.8,0.92,1,2
1162,17,0.04,2,190,40,42.24,3,190,0.04,5,0,3,0.14,0.01,0.57,0.34,0.8,0.93,1,2
1163,13,0.02,1,211,58,43.43,41,175,0.04,10,3,2,0.14,0,0.59,0.34,0.8,0.93,1,2
1164,24,0.02,1,211,58,43.42,54,175,0.04,10,3,2,0.14,0,0.59,0.34,0.8,0.93,1,2
1165,2,0.02,1,211,58,43.41,56,175,0.03,10,3,2,0.14,0,0.59,0.34,0.8,0.93,1,2
1166,2,0.05,1,3,2,3.47,1,11,0.33,3,1,3,0.14,0,0.35,0.34,0.8,0.93,1,2
1167,23,0.08,1,181,38,18.18,1,44,0.03,1,0,3,0.14,0,0.56,0.34,0.8,0.91,1,2
1168,20,0.05,5,201,50,37.55,43,175,0.07,5,6,4,0.14,0,0.58,0.34,0.8,0.93,1,2
1169,6,0.05,5,201,50,37.54,45,175,0.06,5,6,4,0.14,0,0.58,0.34,0.8,0.93,1,2
1170,15,0.04,5,201,50,37.53,45,175,0.06,6,6,4,0.14,0,0.58,0.34,0.8,0.93,1,2
1171,22,0.04,7,202,52,24.4,39,175,0.08,6,6,4,0.14,0,0.58,0.34,0.8,0.93,1,2
1172,6,0.04,7,202,52,24.39,43,175,0.08,6,6,4,0.14,0,0.58,0.34,0.8,0.93,1,2
1173,15,0.04,7,202,52,24.39,43,175,0.08,7,6,4,0.14,0,0.58,0.34,0.8,0.93,1,2
1174,12,0.06,1,183,40,46.82,2,127,0.01,4,0,3,0.14,0,0.56,0.34,0.8,0.92,1,2
1175,19,0.02,5,47,2,4.08,1,50,0.19,3,0,3,0.44,0,0.74,0.25,0.91,1,1.01,2.02
1176,10,0.02,5,47,2,4.08,1,50,0.19,3,0,3,0.44,0,0.74,0.25,0.91,1,1.01,2.02
1177,2,0.02,5,47,2,4.09,3,50,0.19,3,0,3,0.43,0.03,0.74,0.25,0.91,1,1.01,2.02
1178,1,0.02,5,47,2,4.1,3,50,0.19,3,0,3,0.43,0.04,0.76,0.25,0.91,1,1.01,2.02
1179,16,0.03,4,48,3,7.12,1,50,0.17,2,9,4,0.44,0.01,0.74,0.25,0.91,1,1.01,2.02
1180,10,0.03,4,48,3,7.11,1,50,0.17,2,9,4,0.44,0.01,0.74,0.25,0.91,1,1.01,2.02
1181,1,0.03,4,48,3,7.12,2,50,0.17,2,9,4,0.43,0.03,0.75,0.25,0.91,1,1.01,2.02
1182,20,0.03,5,48,3,7.14,2,50,0.17,2,9,4,0.43,0.03,0.75,0.25,0.91,1,1.01,2.02
1183,20,0.02,8,47,3,4.09,1,50,0.21,5,4,5,0.44,0,0.74,0.25,0.91,1,1.01,2.02
1184,12,0.02,8,47,3,4.1,1,50,0.21,5,4,5,0.43,0.03,0.74,0.25,0.91,1,1.01,2.02
1185,12,0.02,8,47,3,4.11,1,50,0.21,6,4,5,0.43,0.04,0.77,0.25,0.91,1,1.01,2.02
1186,2,0.02,8,47,3,4.11,1,50,0.21,5,4,5,0.43,0.04,0.77,0.25,0.91,1,1.01,2.02
1187,21,0.02,9,47,3,4.11,1,50,0.21,7,4,5,0.43,0.04,0.77,0.25,0.91,1,1.01,2.02
1188,8,0.02,8,47,3,4.11,1,50,0.21,7,4,4,0.43,0.04,0.77,0.25,0.91,1,1.01,2.02
1189,19,0.01,9,47,3,4.11,1,50,0.22,7,4,4,0.43,0.04,0.77,0.25,0.91,1,1.01,2.02
1190,10,0.03,4,46,2,6.27,1,50,0.16,1,0,3,0.44,0,0.73,0.25,0.91,1,1.01,2.02
1191,6,0.03,4,46,2,6.28,3,50,0.16,1,0,3,0.43,0.03,0.73,0.25,0.91,1,1.01,2.02
1192,1,0.03,4,46,2,6.3,3,50,0.16,1,0,3,0.43,0.04,0.76,0.25,0.91,1,1.01,2.02
1193,14,0.03,5,46,2,6.32,3,50,0.16,1,0,3,0.43,0.04,0.76,0.25,0.91,1,1.01,2.02
1194,22,0.03,4,46,2,6.69,1,50,0.18,0,0,4,0.44,0,0.73,0.25,0.91,0.97,1.01,2.02
1195,2,0.03,4,46,2,6.71,1,50,0.18,0,0,4,0.43,0.03,0.73,0.25,0.91,0.97,1.01,2.02
1196,2,0.03,4,46,2,6.73,1,50,0.18,0,0,4,0.43,0.04,0.76,0.25,0.91,0.97,1.01,2.02
1197,28,0.03,6,46,2,6.74,1,50,0.17,0,0,4,0.43,0.04,0.76,0.25,0.91,0.97,1.01,2.02
1198,2,0.05,13,43,3,7.07,8,7,0.05,0,0,2,0.44,0,0.71,0.25,0.91,0.89,1.01,2.02
1199,10,0.02,3,46,2,7.32,1,50,0.12,0,4,2,0.44,0,0.73,0.25,0.91,0.97,1.01,2.02
1200,2,0.03,4,46,2,7.34,3,50,0.13,0,0,3,0.43,0.03,0.73,0.25,0.91,0.97,1.01,2.02
1201,1,0.03,4,46,2,7.37,3,50,0.13,0,0,3,0.43,0.04,0.76,0.25,0.91,0.97,1.01,2.02
1202,16,0.03,5,46,2,7.39,3,50,0.13,0,0,3,0.43,0.04,0.76,0.25,0.91,0.97,1.01,2.02
1203,22,0.03,1,37,5,8.02,1,50,0.1,5,26,2,0.44,0,0.66,0.25,0.91,0.94,1.01,2.02
1204,2,0.03,1,37,5,8.01,1,50,0.12,5,28,2,0.44,0,0.66,0.25,0.91,0.94,1.01,2.02
1205,3,0.03,1,37,5,7.99,1,50,0.12,5,27,2,0.44,0,0.66,0.25,0.91,0.94,1.01,2.02
1206,2,0.03,1,37,5,7.98,1,50,0.12,5,27,2,0.44,0,0.66,0.25,0.91,0.94,1.01,2.02
1207,6,0.03,2,37,5,7.97,1,50,0.12,5,30,2,0.44,0,0.66,0.25,0.91,0.94,1.01,2.02
1208,5,0.03,2,37,5,8.01,1,50,0.13,5,33,2,0.43,0.03,0.7,0.25,0.91,0.94,1.01,2.02
1209,10,0.04,4,46,2,7.52,1,50,0.12,0,0,4,0.44,0,0.73,0.25,0.91,1,1.01,2.02
1210,2,0.04,4,46,2,7.54,1,50,0.12,0,0,4,0.43,0.03,0.73,0.25,0.91,1,1.01,2.02
1211,3,0.04,4,46,2,7.58,1,50,0.12,0,0,4,0.43,0.04,0.76,0.25,0.91,1,1.01,2.02
1212,1,0.04,4,46,2,7.57,1,50,0.12,0,0,4,0.43,0.04,0.76,0.25,0.91,1,1.01,2.02
1213,14,0.04,5,46,2,7.59,1,50,0.12,0,0,4,0.43,0.04,0.76,0.25,0.91,1,1.01,2.02
1214,8,0.07,5,41,1,4.8,1,50,0.08,2,1,5,0.44,0,0.7,0.25,0.91,1,1.01,2.02
1215,8,0.06,5,41,1,4.85,1,50,0.08,3,1,5,0.43,0.04,0.75,0.25,0.91,1,1.01,2.02
1216,7,0.05,4,46,2,8.11,1,50,0.15,0,0,3,0.44,0,0.73,0.25,0.91,0.97,1.01,2.02
1217,10,0.04,4,46,2,8.11,1,50,0.15,0,0,3,0.44,0,0.73,0.25,0.91,0.97,1.01,2.02
1218,2,0.04,4,46,2,8.13,1,50,0.15,0,0,3,0.43,0.03,0.73,0.25,0.91,0.97,1.01,2.02
1219,1,0.04,4,46,2,8.16,1,50,0.15,0,0,3,0.43,0.04,0.76,0.25,0.91,0.97,1.01,2.02
1220,14,0.04,5,46,2,8.18,1,50,0.14,0,0,3,0.43,0.04,0.76,0.25,0.91,0.97,1.01,2.02
1221,24,0.12,3,42,2,6,1,50,0.06,0,4,5,0.44,0,0.7,0.25,0.91,0.98,1.01,2.02
1222,5,0.02,7,46,2,7.74,1,50,0.14,0,0,2,0.44,0,0.73,0.25,0.91,0.98,1.01,2.02
1223,12,0.02,7,46,2,7.73,1,50,0.14,0,0,2,0.44,0,0.73,0.25,0.91,0.98,1.01,2.02
1224,2,0.02,7,46,2,7.76,1,50,0.14,0,0,2,0.43,0.03,0.73,0.25,0.91,0.98,1.01,2.02
1225,1,0.02,7,46,2,7.79,1,50,0.15,0,1,2,0.43,0.04,0.76,0.25,0.91,0.98,1.01,2.02
1226,16,0.03,8,46,2,7.82,1,50,0.15,0,1,3,0.43,0.04,0.76,0.25,0.91,0.98,1.01,2.02
1227,5,0.04,3,44,4,2.96,1,50,0.13,3,7,5,0.44,0,0.72,0.25,0.91,0.98,1.01,2.02
1228,2,0.04,3,44,4,2.96,1,50,0.12,3,7,5,0.44,0.01,0.73,0.25,0.91,0.98,1.01,2.02
1229,44,0.03,3,44,4,2.99,1,50,0.12,5,9,5,0.43,0.05,0.79,0.25,0.91,0.98,1.01,2.02
1230,3,0.04,3,44,1,7.87,1,50,0.07,0,0,2,0.44,0,0.72,0.25,0.91,0.99,1.01,2.02
1231,14,0.04,2,44,1,7.86,1,50,0.07,0,0,2,0.44,0,0.72,0.25,0.91,0.99,1.01,2.02
1232,10,0.04,3,44,1,7.84,1,50,0.07,0,0,2,0.44,0,0.72,0.25,0.91,0.99,1.01,2.02
1233,4,0.03,2,44,1,7.89,1,50,0.08,0,0,2,0.43,0.03,0.72,0.25,0.91,0.99,1.01,2.02
1234,19,0.04,3,44,1,7.98,1,50,0.08,0,0,3,0.43,0.04,0.75,0.25,0.91,0.99,1.01,2.02
1235,1,0.04,3,44,1,7.96,1,50,0.08,0,0,3,0.43,0.04,0.75,0.25,0.91,0.99,1.01,2.02
1236,14,0.04,4,44,1,8.01,1,50,0.08,0,0,3,0.43,0.04,0.76,0.25,0.91,0.99,1.01,2.02
1237,6,0.01,3,63,17,4.02,1,50,0.27,36,12,4,0.44,0.14,0.88,0.25,0.91,0.96,1.01,2.02
1238,14,0.01,3,63,17,4.02,1,50,0.27,38,10,4,0.44,0.14,0.88,0.25,0.91,0.96,1.01,2.02
1239,9,0.01,3,63,17,4.02,1,50,0.27,38,10,4,0.43,0.16,0.88,0.25,0.91,0.96,1.01,2.02
1240,4,0.01,3,63,17,4.01,1,50,0.27,38,10,4,0.43,0.16,0.88,0.25,0.91,0.96,1.01,2.02
1241,1,0.01,3,63,17,4.01,1,50,0.27,38,10,4,0.43,0.16,0.88,0.25,0.91,0.96,1.01,2.02
1242,6,0.01,3,63,17,4.01,1,50,0.27,38,10,5,0.43,0.16,0.88,0.25,0.91,0.96,1.01,2.02
1243,5,0.01,3,63,17,4.03,1,50,0.27,38,10,5,0.43,0.18,0.9,0.25,0.91,0.96,1.01,2.02
1244,2,0.01,3,63,17,4.03,1,50,0.27,38,10,5,0.43,0.18,0.9,0.25,0.91,0.96,1.01,2.02
1245,2,0.08,3,4,0,2.8,2,50,0.03,0,0,1,0.44,0,0.48,0.25,0.91,0.79,1.01,2.02
1246,1,0.12,2,45,4,4.91,1,50,0.08,0,0,1,0.44,0,0.72,0.25,0.91,0.97,1.01,2.02
1247,27,0.07,3,45,4,4.9,1,50,0.08,0,2,2,0.44,0,0.72,0.25,0.91,0.97,1.01,2.02
1248,2,0.02,5,58,16,1.77,1,50,0.18,3,19,3,0.44,0.09,0.83,0.25,0.91,0.96,1.01,2.02
1249,4,0.02,5,58,16,1.77,1,50,0.18,4,20,3,0.44,0.09,0.83,0.25,0.91,0.96,1.01,2.02
1250,26,0.02,5,58,16,1.77,1,50,0.18,2,19,3,0.43,0.12,0.84,0.25,0.91,0.96,1.01,2.02
1251,6,0.02,5,58,16,1.77,1,50,0.18,2,21,3,0.43,0.12,0.84,0.25,0.91,0.96,1.01,2.02
1252,44,0.02,5,58,16,1.77,1,50,0.18,2,21,3,0.43,0.12,0.84,0.25,0.91,0.96,1.01,2.02
1253,5,0.03,4,44,1,5.72,1,50,0.12,0,0,2,0.44,0,0.72,0.25,0.91,0.97,1.01,2.02
1254,11,0.03,4,44,1,5.72,1,50,0.12,0,0,2,0.44,0,0.72,0.25,0.91,0.97,1.01,2.02
1255,4,0.02,4,44,1,5.74,1,50,0.12,0,0,2,0.43,0.03,0.72,0.25,0.91,0.97,1.01,2.02
1256,2,0.02,4,44,1,5.79,1,50,0.12,0,0,2,0.43,0.04,0.75,0.25,0.91,0.97,1.01,2.02
1257,17,0.04,5,44,1,5.82,1,50,0.12,0,0,3,0.43,0.04,0.76,0.25,0.91,0.97,1.01,2.02
1258,4,0.05,0,31,1,14.02,1,50,0.03,0,10,1,0.44,0,0.62,0.25,0.91,0.93,1.01,2.02
1259,4,0.05,0,31,1,14.02,1,50,0.03,0,10,1,0.43,0.06,0.7,0.25,0.91,0.93,1.01,2.02
1260,2,0.04,0,31,1,14.16,1,50,0.03,0,12,1,0.42,0.1,0.79,0.25,0.91,0.93,1.01,2.02
1261,10,0.02,4,46,2,7.13,1,50,0.18,1,4,3,0.44,0,0.73,0.25,0.91,1,1.01,2.02
1262,6,0.02,4,46,2,7.15,5,50,0.18,1,4,3,0.43,0.03,0.73,0.25,0.91,1,1.01,2.02
1263,1,0.02,4,46,2,7.17,5,50,0.18,1,4,3,0.43,0.04,0.76,0.25,0.91,1,1.01,2.02
1264,18,0.02,5,46,2,7.19,5,50,0.17,1,4,3,0.43,0.04,0.76,0.25,0.91,1,1.01,2.02
1265,3,0.04,6,45,2,5.39,1,50,0.15,0,0,3,0.44,0.01,0.72,0.25,0.91,0.97,1.01,2.02
1266,10,0.03,6,45,2,5.39,1,50,0.15,0,0,3,0.44,0.01,0.72,0.25,0.91,0.97,1.01,2.02
1267,6,0.03,6,45,2,5.4,1,50,0.15,0,0,3,0.43,0.03,0.73,0.25,0.91,0.97,1.01,2.02
1268,2,0.03,6,45,2,5.4,1,50,0.15,0,0,3,0.43,0.03,0.73,0.25,0.91,0.97,1.01,2.02
1269,1,0.03,6,45,2,5.43,1,50,0.15,0,0,3,0.43,0.04,0.76,0.25,0.91,0.97,1.01,2.02
1270,16,0.03,7,45,2,5.45,1,50,0.15,0,0,3,0.43,0.04,0.76,0.25,0.91,0.97,1.01,2.02
1271,10,0.03,4,46,2,7.04,1,50,0.19,1,2,3,0.44,0,0.73,0.25,0.91,0.99,1.01,2.02
1272,6,0.03,4,46,2,7.06,1,50,0.19,1,2,3,0.43,0.03,0.73,0.25,0.91,0.99,1.01,2.02
1273,1,0.03,4,46,2,7.08,1,50,0.19,1,2,3,0.43,0.04,0.76,0.25,0.91,0.99,1.01,2.02
1274,14,0.03,5,46,2,7.09,1,50,0.18,1,0,3,0.43,0.04,0.76,0.25,0.91,0.99,1.01,2.02
1275,2,0.02,13,53,8,3.44,7,49,0.26,2,11,2,0.44,0.03,0.78,0.25,0.91,0.92,1.01,2.02
1276,8,0.02,13,53,8,3.44,9,49,0.26,2,11,2,0.44,0.03,0.78,0.25,0.91,0.92,1.01,2.02
1277,1,0.02,13,53,8,3.45,13,49,0.26,2,11,2,0.43,0.06,0.81,0.25,0.91,0.92,1.01,2.02
1278,1,0.02,13,53,8,3.45,13,49,0.26,1,8,2,0.43,0.06,0.81,0.25,0.91,0.92,1.01,2.02
1279,8,0.07,5,43,2,12.77,1,50,0.04,1,0,4,0.44,0,0.71,0.25,0.91,0.97,1.01,2.02
1280,10,0.02,3,26,2,8.15,1,50,0.03,1,5,2,0.44,0,0.6,0.25,0.91,0.99,1.01,2.02
1281,2,0.02,3,26,2,8.22,2,50,0.03,1,5,2,0.43,0.03,0.61,0.25,0.91,0.99,1.01,2.02
1282,1,0.02,3,26,2,8.36,2,50,0.02,1,5,2,0.43,0.04,0.7,0.25,0.91,0.99,1.01,2.02
1283,14,0.02,4,26,2,8.43,2,50,0.02,1,5,2,0.43,0.04,0.71,0.25,0.91,0.99,1.01,2.02
1284,8,0.04,8,9,3,3.73,7,49,0.04,1,8,3,0.44,0,0.53,0.25,0.91,0.95,1.01,2.02
1285,2,0.25,0,8,1,2.23,1,50,0.05,0,0,2,0.44,0,0.52,0.25,0.91,0.89,1.01,2.02
1286,2,0.07,2,43,1,12.88,1,44,0.03,2,4,3,0.44,0,0.71,0.25,0.91,0.96,1.01,2.02
1287,10,0.03,4,46,2,6.78,1,50,0.16,0,0,3,0.44,0,0.73,0.25,0.91,0.97,1.01,2.02
1288,2,0.03,4,46,2,6.8,5,50,0.16,0,0,3,0.43,0.03,0.73,0.25,0.91,0.97,1.01,2.02
1289,1,0.03,4,46,2,6.84,5,50,0.16,0,0,3,0.43,0.04,0.76,0.25,0.91,0.97,1.01,2.02
1290,18,0.03,5,46,2,6.86,5,50,0.16,0,0,3,0.43,0.04,0.76,0.25,0.91,0.97,1.01,2.02
1291,6,0.03,5,46,5,5.56,1,50,0.18,3,2,3,0.44,0,0.73,0.25,0.91,1,1.01,2.02
1292,1,0.03,5,46,5,5.56,1,50,0.17,3,2,3,0.44,0,0.73,0.25,0.91,1,1.01,2.02
1293,1,0.05,8,45,2,9.23,1,50,0.05,0,0,3,0.44,0,0.72,0.25,0.91,1,1.01,2.02
1294,10,0.05,7,45,2,9.21,1,50,0.05,0,0,3,0.44,0,0.73,0.25,0.91,1,1.01,2.02
1295,6,0.05,8,45,2,9.25,1,50,0.05,0,0,3,0.43,0.03,0.73,0.25,0.91,1,1.01,2.02
1296,1,0.05,8,45,2,9.32,1,50,0.05,0,0,3,0.43,0.04,0.76,0.25,0.91,1,1.01,2.02
1297,14,0.04,9,45,2,9.36,1,50,0.05,0,0,3,0.43,0.04,0.77,0.25,0.91,1,1.01,2.02
1298,3,0.03,13,13,5,4.62,7,49,0.03,0,4,2,0.44,0,0.54,0.25,0.91,0.9,1.01,2.02
1299,6,0.03,13,13,5,4.61,7,49,0.03,0,4,2,0.43,0.03,0.55,0.25,0.91,0.9,1.01,2.02
1300,4,0.03,13,13,5,4.81,13,49,0.03,0,4,2,0.44,0.05,0.73,0.25,0.91,0.9,1.01,2.02
1301,5,0.03,12,13,5,4.79,13,49,0.03,0,4,2,0.44,0.05,0.73,0.25,0.91,0.9,1.01,2.02
1302,5,0.03,12,13,5,4.79,13,49,0.03,0,6,2,0.44,0.05,0.73,0.25,0.91,0.9,1.01,2.02
1303,1,0.03,20,56,9,3.43,7,49,0.2,0,13,3,0.44,0.05,0.81,0.25,0.91,0.91,1.01,2.02
1304,4,0.03,21,56,9,3.43,9,49,0.2,0,13,3,0.44,0.05,0.81,0.25,0.91,0.91,1.01,2.02
1305,5,0.03,21,56,9,3.43,9,49,0.2,0,13,3,0.44,0.05,0.81,0.25,0.91,0.91,1.01,2.02
1306,8,0.03,21,56,9,3.43,9,49,0.2,0,13,3,0.44,0.05,0.81,0.25,0.91,0.91,1.01,2.02
1307,4,0.03,20,56,9,3.43,13,49,0.2,0,11,3,0.43,0.07,0.83,0.25,0.91,0.91,1.01,2.02
1308,8,0.02,7,51,5,4.14,1,50,0.3,7,19,6,0.44,0.02,0.77,0.25,0.91,1,1.01,2.02
1309,10,0.01,6,51,5,4.14,1,50,0.3,7,19,4,0.44,0.02,0.77,0.25,0.91,1,1.01,2.02
1310,5,0.01,6,51,5,4.15,1,50,0.3,7,19,4,0.43,0.05,0.77,0.25,0.91,1,1.01,2.02
1311,18,0.01,6,51,5,4.14,1,50,0.3,7,21,4,0.43,0.05,0.77,0.25,0.91,1,1.01,2.02
1312,2,0.01,6,51,5,4.16,1,50,0.3,7,21,4,0.43,0.06,0.8,0.25,0.91,1,1.01,2.02
1313,21,0.01,6,51,5,4.16,1,50,0.3,8,22,4,0.43,0.06,0.8,0.25,0.91,1,1.01,2.02
1314,30,0.01,6,51,5,4.15,1,50,0.3,9,24,4,0.43,0.06,0.8,0.25,0.91,1,1.01,2.02
1315,28,0.01,7,51,5,4.15,1,50,0.3,9,24,4,0.43,0.06,0.8,0.25,0.91,1,1.01,2.02
1316,1,0.01,6,51,5,4.15,1,50,0.3,9,24,4,0.43,0.06,0.8,0.25,0.91,1,1.01,2.02
1317,59,0.01,8,51,5,4.16,1,50,0.3,9,25,5,0.43,0.06,0.8,0.25,0.91,1,1.01,2.02
1318,3,0.01,8,51,5,4.16,1,50,0.3,9,28,5,0.43,0.06,0.8,0.25,0.91,1,1.01,2.02
1319,14,0.01,9,51,5,4.16,1,50,0.29,9,28,5,0.43,0.06,0.8,0.25,0.91,1,1.01,2.02
1320,10,0.07,4,46,3,6.97,1,50,0.05,0,0,3,0.44,0,0.73,0.25,0.91,0.98,1.01,2.02
1321,43,0.07,4,46,3,7.03,1,50,0.06,0,0,3,0.43,0.04,0.77,0.25,0.91,0.98,1.01,2.02
1322,4,0.07,4,46,3,7.02,1,50,0.06,0,0,3,0.43,0.04,0.78,0.25,0.91,0.98,1.01,2.02
1323,4,0.05,29,44,2,4.03,1,50,0.14,1,1,8,0.44,0.03,0.72,0.25,0.91,1,1.01,2.02
1324,24,0.05,29,44,2,4.06,1,50,0.14,1,1,8,0.43,0.06,0.76,0.25,0.91,1,1.01,2.02
1325,8,0.05,30,44,2,4.05,1,50,0.14,1,1,8,0.43,0.06,0.76,0.25,0.91,1,1.01,2.02
1326,1,0.04,6,46,2,9.34,1,50,0.12,0,0,3,0.44,0,0.73,0.25,0.91,0.99,1.01,2.02
1327,10,0.04,6,46,2,9.33,1,50,0.12,0,0,3,0.44,0,0.73,0.25,0.91,0.99,1.01,2.02
1328,2,0.04,6,46,2,9.35,6,50,0.12,0,0,3,0.43,0.03,0.73,0.25,0.91,0.99,1.01,2.02
1329,1,0.03,6,46,2,9.39,6,50,0.12,0,0,3,0.43,0.04,0.76,0.25,0.91,0.99,1.01,2.02
